Questions,Type,Time Limit,Required,Page Break,Randomize,Columns,Minimum Answers,Maximum Answers,Answer 1,Score,Answer 2,Score,Answer 3,Score,Answer 4,Score,Answer 5,Score,Answer 6,Score
An app builder installed a custom Lightning component from AppExchange and has deployed My Domain.What should be done next in order to configure the component for use in a record page?,Multiple Choice,No,Yes,No,Yes,2,1,1,Edit a record page using the Page Layout editor > Drag the Visualforce component onto the page.,0,Edit a record page using Lightning App Builder > Drag the component onto the page.,1,Edit a record page using App Manager > Drag the component onto the page.,0,Edit a record page using the Page Layout editor > Drag the component onto the page.,0,,0,,0
DreamHouse Realty (DR) has many properties for sale and wants to identify the highest value of all Offer__c records on each Property__c record.What solution should the app builder use to meet DreamHouse Realty's needs?,Multiple Choice,No,Yes,No,Yes,2,1,1,Text Area (Long),0,Master-Detail Child Object,1,Lookup Object,0,Multi-select Picklist,0,,0,,0
"Cloud Kicks works on an annual subscription model. When a sales rep marks an opportunity as closed won, a new opportunity should automatically be created for the renewal. The contracts team works outside of Salesforce but also needs to be notified about closed deals in order to initiate the contract process with the customer.Which automation solution would meet these requirements?",Multiple Choice,No,Yes,No,Yes,2,1,1,Workflow Rule,1,Process Builder,0,Validation Rule,0,Approval Process,0,,0,,0
"Cloud Kicks wants to summarize the number of open Cases related to an Account, as well as the number of closed Cases to indicate whether customer support utilization is high, medium, or low. Two number fields have been created: NUM_Open_Cases__c and NUM_Closed_Cases__c.Which two automation solutions would meet these business requirements? (Choose two.)",Multiple Choice,No,Yes,No,Yes,2,2,2,Workflow,0,AppExchange,0,Process Builder,1,Apex,1,,0,,0
"An app builder installs an unmanaged package in a full copy sandbox that is an exact match for production, and now they are ready to install it in production. When the app builder attempts to install the package in production, it fails.Why did the package fail to install?",Multiple Choice,No,Yes,No,Yes,2,1,1,Package features not compatible,1,Incorrect license types,0,Object limits exceeded,0,Apex unit test failures,0,,0,,0
Which two places can an app builder go to see a list of available Custom Lightning components in their org? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Visualforce components in Setup,0,Lightning App Builder,1,Lightning components in Setup,1,Salesforce Optimizer App,0,,0,,0
"At Ursa Major Solar, there is a single Lightning record page for the Celestial Bodies custom object; however, there is a Lightning component the app builder wants to restrict to mobile app users.Which feature in the Lightning app builder should be utilized?",Multiple Choice,No,Yes,No,Yes,2,1,1,Highlights panel,0,Chatter feed,0,Component visibly filter,1,Related list quick links,0,,0,,0
The finance manager at Universal Containers wants to receive a new business notification email each time a new client is won. The sales manager wants to receive a task letting them know to onboard the new client unless it is a top-tier client.Which automation tool should an app builder use to best address all these requests?,Multiple Choice,No,Yes,No,Yes,2,1,1,Apex,0,Screen flow,0,Record-triggered flow,1,Approval process,0,,0,,0
Ursa Major Solar (UMS) is looking to hire some new employees. UMS wants to allow the same applicant to apply for multiple open positions using a single application.What should an app builder recommend to meet these requirements?,Multiple Choice,No,Yes,No,Yes,2,1,1,Create a master-detail relationship field on Applicant__c to Application__c,0,Create a master-detail relationship field on Application__c to Open_Position__c,0,Create a master-detail relationship on Open_Position__c to Application__c,1,Create a master-detail relationship field on Applicant__c to Applicatlon_c,0,,0,,0
An app builder at Universal Containers has been asked to add the Chatter feed to a custom object record page.Which approach should the app builder use?,Multiple Choice,No,Yes,No,Yes,2,1,1,Add the standard related list component,0,Add the standard Chatter feed component,1,Add the Chatter feed component from the AppExchange,0,Add a custom Chatter feed component,0,,0,,0
The Sales Operations team at AW Computing deletes accounts for a variety of reasons. The sales ops director is worried that the Sales team may delete accounts that sales reps are actively selling into.How should the app builder keep accounts with open opportunities from being deleted?,Multiple Choice,No,Yes,No,Yes,2,1,1,Remove the Delete permission from the Sales Rep profile.,0,Remove the delete button on the account layout.,0,Create an Apex Trigger on the Account object.,1,Create a validation rule on the Account object.,0,,0,,0
"An app builder created multiple custom fields, page layouts, and reports in the sandbox and added them to a change set. After the change set was deployed to production, the reports were NOT deployed.What should the app builder do?",Multiple Choice,No,Yes,No,Yes,2,1,1,Recreate the reports in production. Reports are not supported in change sets.,0,Move the reports to the Unfiled Public Reports folder and add them to a new change set,0,Add the reports to an unmanaged package and Install the unmanaged package into production.,0,Move the reports from the Unfiled Public Reports folder and add them to a new change set.,1,,0,,0
Cloud Kicks has a shipment date on each shipment that is sent out. Dispatchers need more details on the day and time the shipment was sent out. The app builder needs to change the current field type that is used from Date to Date/Time.What should the app builder be aware of when it comes to data already in the system?,Multiple Choice,No,Yes,No,Yes,2,1,1,Historical data will be updated to 12:00 timestamp.,1,The field name will change.,0,Data loss will be experienced.,0,The change will be instant.,0,,0,,0
Ursa Major Solar (UMS) uses a public sharing model for accounts. UMS would like to move to a more restrictive sharing model but wants the Sales team to continue to have access to all account records with the sales record type.Which two actions should an app builder complete to implement this change? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Update the organization-wide defaults.,1,Create an owner-based sharing rule.,0,Create a criteria-based sharing rule.,1,Update the Sales profile.,0,,0,,0
The CFO of Cloud Kicks needs to sign off on any major shoe retail deal that has a discount of more than 30% before the deal can be closed.What feature would be used to handle this requirement?,Multiple Choice,No,Yes,No,Yes,2,1,1,Workflow Rule,0,Field update,0,Approval Process,1,Email Alert,0,,0,,0
"The Recruiting team at AW Computing captures the job acceptance and date of hire of a candidate on the Job Application custom object. Once the candidate accepts the recruiter's Job offer, the date of hire should be entered and not be changed on subsequent record edits.Which validation formula should the app builder use?",Multiple Choice,No,Yes,No,Yes,2,1,1,(ISBLANK(Job_Accepted__c) || NOT(ISCHANGED(Hire_Date__c)),0,(ISBLANK(Job_Accepted__c) && NOT(ISCHANGED(Hire_Date__c)),0,NOT(ISBLANK(Job_Accepted__c)) && ISCHANGED(Hire_Date__c),1,NOT(ISBLANK(Job_Accepted__c)) || ISCHANGED(Hire_Date__c),0,,0,,0
Universal Containers utilizes opportunities and a custom object called Detailed_Sales__c. The company would like to roll sales metrics up to an opportunity for only Detailed_Sales__c records that have their picklist status set to Active.What is the recommended method for the app builder to achieve this request?,Multiple Choice,No,Yes,No,Yes,2,1,1,Utilize Apex code to roll up the desired amounts.,0,Utilize the AppExchange to download a third-party application that can roll up the sales dollars with the appropriate filter.,0,Create a master-detail relationship between the parent and child object with a roll-up summary field that filters on the status field.,1,Create a lookup relationship between the parent and child object with a roll-up summary field that filters on the status field.,0,,0,,0
An app builder wants to use Process Builder to automate some of the work being done by the sales team.What are three capabilities of Process Builder that can improve productivity? (Choose three.),Multiple Choice,No,Yes,No,Yes,2,3,3,Send an email alert.,1,Create a child record.,1,Send an outbound message.,0,Delete a related record.,0,Update a related record.,1,,0
"When a deal is closed-won, it has to be approved by the owner's manager prior to being added to the leaderboard for a quarterly sales competition. An opportunity is won on the last day of the quarter and the manager is on vacation.What is recommended to ensure all of the appropriate deals are reviewed and the leaderboard is up to date?",Multiple Choice,No,Yes,No,Yes,2,1,1,Have the manager log on and reassign the approval request.,0,Set up a delegated approver for the manager.,1,Forward the approval request to the manager's assistant.,0,Use Process Builder to assign a delegated approver.,0,,0,,0
"An app builder at Northern Trail Outfitters created a sandbox template for Accounts, Projects, and Project Milestones to reconfigure some flows for the project management app.Which type of testing environment should the app builder create?",Multiple Choice,No,Yes,No,Yes,2,1,1,Partial Copy,1,Developer,0,Developer Pro,0,Scratch Org,0,,0,,0
"Dream House Realty has a mentorship program that pairs experienced Realtors with new Realtors. Each experienced Realtor can mentor one or several new Realtors, and each new Realtor is required to work with a single experienced Realtor they report to for a probationary period.What type of relationship would an app builder set up to meet this specification?",Multiple Choice,No,Yes,No,Yes,2,1,1,Many-to-many,0,Indirect lookup,0,Lookup,1,Master-detail,0,,0,,0
An app builder has created a custom Lightning App and wants to make it available to the internal users at Universal Containers.Which two steps are necessary to accomplish this task? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Upload the app to Static Resources,0,Add the app to a Visualforce page.,0,Assign app to profiles.,1,Build a Custom Tab for the app.,1,,0,,0
"Ursa Major Solar wants to create a relationship between the standard Contact object and a custom Solar Project object. Contact s can potentially be related to multiple Solar Project objects, and a Solar Project can have multiple Contacts associated with it.How should an app builder configure the data model?",Multiple Choice,No,Yes,No,Yes,2,1,1,One Master-detail relationship on Contact and one Master-detail relationship on Solar Project,0,Two Master-detail relationships on a new custom object,1,One Lookup relationship on Contact and one Lookup relationship on Solar Project,0,Two Lookup relationships on a new custom object,0,,0,,0
An app builder wants to create a new field using Schema Builder.Who will get access to the new field by default?,Multiple Choice,No,Yes,No,Yes,2,1,1,Internal profiles,1,All profiles,0,Standard profiles,0,No profiles,0,,0,,0
An app builder at Northern Trail Outfitters needs to change the data type of some custom fields. The org has already met the field limit on the object and would like to limit recreating fields.What data type change limitations should the app builder consider?,Multiple Choice,No,Yes,No,Yes,2,1,1,Changing the data type of a field used in a report from text to an encrypted field,0,Changing the data type of a field used in an Apex class from number to text,0,Changing the data type of a field used in lead conversion from number to text,0,Changing the data type of a field used as an External ID from number to text,1,,0,,0
The app builder at Cloud Kicks has created a custom object named Delivery__c to track the details of products shipped to customers.Which two actions should the app builder take to prevent users in the shipping department from deleting delivery records? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Change the organization-wide default of deliveries to Private.,0,Remove the delete button from the Delivery page layout.,1,Remove the Delete permission from the Shipper profile.,1,Use a permission set to remove the Delete permission.,0,,0,,0
"Universal Containers has a private sharing model for Accounts and Opportunities and uses Territory Management to grant access to records.•	Sales rep A manually shares an opportunity record with sales rep B.•	Sales rep B has access to the Account even though the Account is NOT in sales rep B's territory.•	Sales rep C CANNOT see either record.Based on the information given, why can sales rep B see the Account related to the Opportunity?",Multiple Choice,No,Yes,No,Yes,2,1,1,Account was also manually shared.,0,Sales rep B was added to the Account team.,0,Sharing set is granting access to the Account.,0,Sales rep B has implicit access to the Account.,1,,0,,0
DreamHouse Realty is building a custom Lightning app to track its expanding solar water collection business. The Lightning app currently contains a custom Lightning record page with standard components.From which two resources should an app builder get custom components to bring into the new Lightning app? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Visualforce,0,AppExchange,1,Import Wizard,0,Apex Code,1,,0,,0
"DreamHouse Realty (DHR) recently acquired Cloud Kicks (CK), a company that is still on Salesforce Classic. DHR is keeping the CK Salesforce org; however, it will migrate this org to Lightning Experience.Where should the app builder find prebuilt resources to help with this project and overall adoption?",Multiple Choice,No,Yes,No,Yes,2,1,1,AppExchange,1,Lightning Object Creator,0,Import Wizard,0,Flow Builder,0,,0,,0
"An app builder at Ursa Major Solar has been working on a new custom app in a sandbox that has been upgraded to the next major Salesforce version, and their production instance is still on the current Salesforce version. The development is complete and they are ready to deploy a change set.What should the app builder consider when planning the deployment?",Multiple Choice,No,Yes,No,Yes,2,1,1,The change set components will be upgraded to the next version in production.,0,The change set will be automatically deployed when production is upgraded.,0,The deployment is not possible due to different versions.,0,It will fail if there is a feature only available in the next version.,1,,0,,0
An app builder wants to create a custom Syne button on Account that will call a Lightning Web Component that connects with an external system. This action should only be available if the custom Status field is set to Ready to Sync.What should an app builder use to add functionality to an Account record page?,Multiple Choice,No,Yes,No,Yes,2,1,1,Custom link,0,Dynamic action,1,AppExchange product,0,Formula field,0,,0,,0
DreamHouse Realty requires that field value changes for certain fields such as Asking_Price__c and Real_Estate_Agent__c on their House__c custom object show up prominently on Chatter.What Chatter feature should the app builder utilize?,Multiple Choice,No,Yes,No,Yes,2,1,1,Thanks,0,Publisher Actions,0,Feed Tracking,1,Topics,0,,0,,0
"After a deal is closed, Cloud Kicks (CK) wants to assign a user as a customer service manager (CSM) in addition to the account owner and would like a new field to easily track and report which CSM is assigned to the Account.Which solution should an app builder use for this request?",Multiple Choice,No,Yes,No,Yes,2,1,1,Picklist field,0,Lookup field,1,Text field,0,Multi-select picklist field,0,,0,,0
Northern Trail Outfitters has two custom objects that are part of a master-detail relationship.What determines the ownership and sharing access of the detail record?,Multiple Choice,No,Yes,No,Yes,2,1,1,The Owner field on the Detail record.,0,The Owner field on the Master record.,1,The default owner is set in the parent object's settings.,0,The owner is set independently on the detail object's settings.,0,,0,,0
Cloud Kicks (CK) captures all shipping information in a custom object called Shipments__c. CK's app builder is tasked with creating an approval process to ensure department members can approve all overnight shipments.Where should the app builder route the approval request?,Multiple Choice,No,Yes,No,Yes,2,1,1,Public group,0,Queue,1,Hierarchy field,0,Role,0,,0,,0
"After Universal Containers converts qualified leads, sales reps need to be able to report on converted leads.How should an app builder support this requirement?",Multiple Choice,No,Yes,No,Yes,2,1,1,Enable Preserve Lead Status in the lead conversion settings.,0,Ensure the representative has Read access to the original lead records.,1,Create a custom report type with Converted Leads as the primary object.,0,Assign the representative View and Edit Converted Leads permission.,0,,0,,0
"Cloud Kicks has three types of customer support processes: Platinum, Diamond, and Bronze. The app builder created separate record types for each process on the Case object. The customer support team should be unable to create new cases with the Bronze record type.How should this requirement be met?",Multiple Choice,No,Yes,No,Yes,2,1,1,Update the organization-wide defaults to private for Case.,0,Update the support team profile to remove the Bronze record type.,1,Create a permission set group for Case that includes Platinum and Diamond record types.,0,Make the record type hidden to support users; update sharing rules to private.,0,,0,,0
Universal Containers (UC) has a time-sensitive need for a custom component to be built in 4 weeks. UC developers require additional enablement to complete the work and are backlogged by several months.Which option should an app builder suggest to meet this requirement?,Multiple Choice,No,Yes,No,Yes,2,1,1,Use a Bolt solution.,0,Use an AppExchange solution.,1,Build a Lightning record page.,0,Build a screen flow page.,0,,0,,0
Universal Containers has a single Contact Lightning record page. A component takes up a lot of room on the page and is NOT needed by users with a Marketing profile.What should the app builder use to solve this issue?,Multiple Choice,No,Yes,No,Yes,2,1,1,AppExchange,0,Field-level security,0,Detail page layouts,0,Component visibility filter,1,,0,,0
"The VP of Sales at Universal Containers has asked the app builder to let sales reps create opportunity records directly from the account, with a number of fields pre-populated.Which feature should the app builder use to allow users to create the opportunity?",Multiple Choice,No,Yes,No,Yes,2,1,1,A custom link,0,A default action,0,A quick action,1,A custom button,0,,0,,0
Cloud Kicks (CK) wants to simultaneously delete a Supplier_c record and all Supplier_Item__c records if a partnership ends with a supplier.What solution could an app builder use to meet the requirement?,Multiple Choice,No,Yes,No,Yes,2,1,1,Many-to-many,0,Hierarchical,0,Master-detail,1,Indirect lookup,0,,0,,0
Cloud Kicks wants to efficiently increase the company’s adoption of Salesforce while simultaneously moving away from their reliance on spreadsheets. An app builder is given a spreadsheet everyone is sharing that needs to be added to Salesforce. The object with fields needs to be created and the data inserted simultaneously.Which tool should be used?,Multiple Choice,No,Yes,No,Yes,2,1,1,Schema Builder,0,Import Wizard,0,Data Loader,0,Lightning Object Creator,1,,0,,0
Cloud Kicks wants to display the number of Opportunity records associated with each Account.Which solution should be used?,Multiple Choice,No,Yes,No,Yes,2,1,1,Lookup field,0,AppExchange offering,0,Process builder,0,Roll-up summary field,1,,0,,0
An app builder has been asked to integrate Salesforce with an external web service. The web service must be notified every time an opportunity is won.What are two ways to satisfy this requirement? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Use a Screen Flow with an outbound message.,0,Use an outbound message.,1,Use a Validation Rule and Apex code.,0,Use a record-triggered flow and an outbound message.,1,,0,,0
A new app builder on the Cloud Kicks team is getting familiar with relationships in the data model.What functionality would present the app builder a comprehensive view of all relationships in one place?,Multiple Choice,No,Yes,No,Yes,2,1,1,Lightning Record Page,0,Object Manager,0,Lightning Object Creator,0,Schema Builder,1,,0,,0
An app builder wants to update a field on the parent record when a child record connected via lookup is deleted.What automation should the app builder use?,Multiple Choice,No,Yes,No,Yes,2,1,1,Validation Rule,0,Quick Action,0,Screen flow,0,Record-triggered flow,1,,0,,0
"Northern Trail Outfitters wants to broadcast an email to 7,000 contacts in Salesforce on a regular basis but realizes Salesforce's mass email functionality has a limitation on the number of emails that can be sent each day.What action should the app builder take?",Multiple Choice,No,Yes,No,Yes,2,1,1,Export Contacts to a CSV file and use an email client to send the emails.,0,Research and evaluate products available on AppExchange to send mass emails.,1,Request Salesforce Increase the number of maximum daily emails.,0,Develop Apex code and Lightning web component to send daily emails.,0,,0,,0
"An app builder wants to show Groups as the last navigation menu item in the mobile app. However, the app builder is unable to select Groups as one of the items on the drop-down menu.What could cause this?",Multiple Choice,No,Yes,No,Yes,2,1,1,Groups is included in the Smart Search items but unavailable on the navigation menu.,1,Groups is available in the Chatter section of the navigation menu.,0,Groups is unavailable in the selected list for the navigation menu.,0,Groups is available in the recent section of the navigation menu.,0,,0,,0
"Universal Containers uses a custom object called Projects. When managers assign projects they set a custom field on the Project record called Estimated Hours. Once set, users should be able to decrease but not increase the value.How can an app builder meet this requirement?",Multiple Choice,No,Yes,No,Yes,2,1,1,Create a validation rule that uses the PRIORVALUE function.,1,Create a formula field that uses the PREVGROUPVAL function.,0,Create a validation rule that uses the ISCHANGED function.,0,Create a formula default value for the custom field.,0,,0,,0
"Northern Trail Outfitters (NTO) has created the custom objects Trail and Park in Salesforce to track parks and trails respectively, NTO wants to track the total number of trails a park has on the park record without writing any code.Which two actions should an app builder take to accomplish this requirement? (Choose two.)",Multiple Choice,No,Yes,No,Yes,2,2,2,Use a master-detail relationship between the Park and Trail objects.,1,Use a formula field on the Park record to show the total number of trails.,0,Use a lookup relationship between the Park and Trail objects.,0,Use a roll-up summary field on the Park record to show the total number of Trails.,1,,0,,0
Cloud Kicks wants to start tracking how many shoe subscriptions have been sold for each shoe catalog. A master-detail relationship exists between the Subscription＿c and the Shoe＿c objects.Which type of field should an app builder create?,Multiple Choice,No,Yes,No,Yes,2,1,1,Roll-up summary field,1,Lookup field,0,Master-detail relationship field,0,Number field,0,,0,,0
Universal Containers (UC) has implemented multi-currency. There are several products that UC sells exclusively in Europe and the UK. Opportunities for these products need to be written in euros (EUR) or British pounds (GBP).Which solution should an app builder recommend?,Multiple Choice,No,Yes,No,Yes,2,1,1,Create a new validation rule that allows only EUR or GBP to be selected from all active currencies when an opportunity is created for these products.,0,Create a new sales process that includes only the EUR and GBP currencies for these products.,0,Create a new page layout for these products that shows only the EUR and GBP currencies in the Opportunity Currency Picklist.,0,Create a new record type for these products and include only the EUR and GBP currencies from the Opportunity Currency Picklist.,1,,0,,0
A Cloud Kicks employee submitted an opportunity for approval by their manager.What would happen if the employee attempts to edit the description field after submission?,Multiple Choice,No,Yes,No,Yes,2,1,1,User will see the record is now owned by their manager.,0,User will be able to edit the description field only.,0,User will be presented with a 'Record Lock' notification.,1,"User will be able to edit the name, but unable to edit the description.",0,,0,,0
DreamHouse Realty wants to track how many lifts are being installed into customer garages. The To Be Installed custom checkbox field on the custom Lift object should be checked and an external system should be notified via an outbound message the next day when a lift is sold.What automation tool should be used to complete this task?,Multiple Choice,No,Yes,No,Yes,2,1,1,Flow,1,Process Builder,0,Validation Rule,0,Approval process,0,,0,,0
DreamHouse Realty wants to make sure an Opportunity has a field Expected_Close_Date＿c populated before it is allowed to enter the qualified stage.How should an app builder solution this request?,Multiple Choice,No,Yes,No,Yes,2,1,1,Record Type,0,Activity History,0,Validation Rule,1,Page Layout,0,,0,,0
"Universal Containers has a new custom object for Invoices that includes an Invoice Number field. Before the Invoice object can be used, invoices will be migrated from an external system maintaining their current Invoice Number. After the migration, each new Invoice created in Salesforce must have a unique Invoice Number.How should the app builder configure the Invoice Number field?",Multiple Choice,No,Yes,No,Yes,2,1,1,"Create a Text field, then change it to AutoNumber after the migration.",1,Create an AutoNumber field and migrate the Invoices in Invoice Number order.,0,Create a Text field and mark it as a unique external ID field.,0,Create a Text field for the original Invoice Number and an AutoNumber field for the Salesforce Invoice Number.,0,,0,,0
Universal Containers wants to display the real-time stock price for each Account on the Account record page.How should an app builder implement this request?,Multiple Choice,No,Yes,No,Yes,2,1,1,Create a Lightning Web Component.,0,Build a Flow that uses API calls.,0,Install a solution from the AppExchange.,1,Use a scheduled Apex job.,0,,0,,0
Cloud Kicks has a custom object with a private sharing setting. The business wants to share individual records with specific people or departments on a case-by-case basis.Which three options does the business user have to manually share individual records? (Choose three.),Multiple Choice,No,Yes,No,Yes,2,3,3,Users,1,Private Groups,0,Permission Set Groups,0,Public Groups,1,Roles and Subordinates,1,,0
"Universal Containers (UC) has 20 different workflows on the Opportunity object. To ensure that updates are processing properly for all field updates; UC has the ""Re-evaluate Workflow Rules After Field Change"" checkbox checked. Recently after adding a new workflow, users have reported receiving errors about workflow limits.What should an app builder review to address this issue?",Multiple Choice,No,Yes,No,Yes,2,1,1,Number of workflows per object limit,0,Workflows that cause each other to fire recursively,1,Time-dependent actions that are reevaluated after save,0,Cross-object workflows that are being re-triggered,0,,0,,0
"Universal Containers has the Account object's Organization-Wide Default set to Private. The marketing team owns Accounts; however, they also need to be able to see the sales team's Accounts. Both the sales and marketing teams are in completely different branches of the role hierarchy.What feature should be used to enable marketing to see sales-owned accounts?",Multiple Choice,No,Yes,No,Yes,2,1,1,Sharing Rules,1,Public Group,0,Workflow,0,Flow,0,,0,,0
"An app builder has created a change set and deployed a report from their development sandbox to a partial sandbox for User Acceptance Testing. When the app builder runs the report, no data is returned.What can be a reason for this?",Multiple Choice,No,Yes,No,Yes,2,1,1,Reports have to be deployed with Salesforce DX.,0,Data is unable to be deployed with change sets.,1,Reports have to be manually re-created in each environment.,0,Data is deployed when added to a change sets.,0,,0,,0
Nickname＿c is a custom text field on a contact record that is utilized to override the contact name appearing on an email template. This field is not required and is not always filled in.Which formula should an app builder use to select the contact's preferred name for email communications?,Multiple Choice,No,Yes,No,Yes,2,1,1,"IF(NOT(ISBLANK(Nickname__c)),Nickname__c,FirstName)",1,"IF(TEXT(Nickname__c),Nickname__c,FirstName)",0,"IF(ISNULL(Nickname＿c),Nickname＿c,FirstName)",0,"IF(NOT(BLANKVALUE(Nickname__c)),Nickname__c,FirstName)",0,,0,,0
"Ursa Major Solar's service department gets requests for several types of services, such as installation, repair, and maintenance. Service managers need to be able to tell when maintenance was last done on an asset to help determine if they are meeting contract agreements, but the last maintenance date can be difficult to determine when there are many work orders related to the asset. They think it would be helpful to have a field auto-populated on the Asset record when a maintenance work order gets closed.What tool should an app builder recommend to help meet this requirement?",Multiple Choice,No,Yes,No,Yes,2,1,1,Roll-up Summary,0,Apex Trigger,0,Flow,1,Visualforce,0,,0,,0
A sales rep at AW Computing is unable to find what they are looking for while scrolling through their Chatter feed.How can a filter be utilized to show only posts from their key account and opportunity records?,Multiple Choice,No,Yes,No,Yes,2,1,1,Create a Chatter group.,0,Create a Chatter notification.,0,Create a Chatter stream.,1,Create Chatter bookmarks.,0,,0,,0
Ursa Major Solar has a lookup relationship between a custom Galaxy＿c object and a custom Star＿c object. An app builder wants to create a roll-up summary field that counts the total number of Star＿c records related to each Galaxy＿c record.How would the current configuration impact the ability to achieve the desired result?,Multiple Choice,No,Yes,No,Yes,2,1,1,The lookup relationship will need to be converted to a master-detail relationship before a roll-up summary field can be created.,1,A roll-up summary field will need to be created on the Galaxy＿ c object with a field filter that selects all related Star＿c records.,0,The roll-up summary can be achieved by creating a formula field on the Galaxy＿c object.,0,The roll-up summary can be achieved by creating a formula field on the Star＿c object.,0,,0,,0
Cloud Kicks wants to display 10 key fields at once in a separate section at the top of opportunity records on the desktop.Which component should an app builder add to the record page to enable this functionality?,Multiple Choice,No,Yes,No,Yes,2,1,1,Accordion,0,Custom Lightning Web Component,0,Highlights Panel,1,Path,0,,0,,0
Which three options are available when activating a Lightning page from the Lightning App Builder? (Choose three.),Multiple Choice,No,Yes,No,Yes,2,3,3,Make the page the org default.,1,Make the page the default homepage for specific roles.,0,Assign the page to a combination of apps and permission sets.,0,Make the page the default homepage for specific apps.,1,Assign the page to a combination of apps and profiles.,1,,0
Universal Containers is setting up Salesforce for the first time. Management wants the sales and marketing teams to have different navigation menus in the Salesforce Mobile App.Which option is available to an app builder to satisfy this requirement?,Multiple Choice,No,Yes,No,Yes,2,1,1,Create sales and marketing apps and assign the respective profiles to each app.,1,Create mobile navigation menus for both the sales and marketing profiles.,0,Create public groups for sales and marketing and create mobile navigation menus for each group.,0,Create roles for sales and marketing and assign a custom homepage layout for each role.,0,,0,,0
Universal Containers wants to match Opportunity data from Salesforce to the records in a financial database.What is required to configure an indirect lookup relationship in Salesforce between the Salesforce Opportunity records and those in a financial database?,Multiple Choice,No,Yes,No,Yes,2,1,1,CASESAFE(Id),0,TEXT(Id),0,External ID,1,Salesforce Record ID,0,,0,,0
"Cloud Kicks (CK) keeps track of its shoe inventory in Salesforce. When an order's status is changed to Activated, the inventory for the ordered shoe is reduced. At that point, a SOAP web service on the CK website must be called so that the website is updated to display the correct inventory amount for the shoe.What should an app builder use to communicate to the CK web service when a shoe's inventory has changed?",Multiple Choice,No,Yes,No,Yes,2,1,1,After-Save Record-Triggered flow,1,Before-Save Record-Triggered flow,0,Process Builder,0,Workflow rule,0,,0,,0
"Universal Containers is adding drone delivery to service offerings, and the developer has written and tested code prior to deployment to production, and the change set is ready to go. The deployment window will occur when the developer is on vacation.What can the app builder do to ensure a smooth deployment to production?",Multiple Choice,No,Yes,No,Yes,2,1,1,Validate the outbound change set.,0,Validate the inbound change set.,1,Use a metadata package set.,0,Remove Apex classes from inbound change set.,0,,0,,0
"An app builder at DreamHouse Realty created a custom object which has fields containing data from two different objects via related lookups.What is needed to create ""with"" or ""without"" reports on the new custom object?",Multiple Choice,No,Yes,No,Yes,2,1,1,Row-Level Formula,0,Report Filters,0,Report Bucket Field,0,Custom Report Type,1,,0,,0
"Cloud Kicks works on an annual subscription model. When a sales rep marks an opportunity as closed won, a new opportunity should automatically be created for the renewal. The contracts team works outside of Salesforce but also needs to be notified about closed deals in order to initiate the contract process with the customer.Which automation solution would meet these requirements?",Multiple Choice,No,Yes,No,Yes,2,1,1,Outbound Message,0,Record-triggered flow,1,Validation Rule,0,Approval Process,0,,0,,0
"An app builder wants to add the option to 'Send New Email' from Leads, Contacts, and Accounts for users on mobile.What is the benefit of using global actions to accomplish this?",Multiple Choice,No,Yes,No,Yes,2,1,1,"Global actions can be accessed anywhere actions are available in mobile including record detail pages, feed, and Chatter groups.",1,Salesforce Lightning Component Library houses existing global actions prebuilt for use.,0,The global action's layout automatically clones the default page layout.,0,Global actions are record-specific and are available when searching that particular object.,0,,0,,0
Northern Trail Outfitters wants to change a master-detail relationship on Account to a lookup relationship with a custom object Park. The app builder tries to reconfigure this but is unable to do so.What could be causing this?,Multiple Choice,No,Yes,No,Yes,2,1,1,The Park object needs at least one Master-Detail field for reporting.,0,The Account is included in a flow process on the Park object.,0,The Account record includes Parks roll-up summary fields.,1,The park records have existing formulas on the Account.,0,,0,,0
Cloud Kicks wants to display the number of opportunities that are Closed Won with a Close Date within the last year on the Account detail page.Which tool should an app builder use to implement this?,Multiple Choice,No,Yes,No,Yes,2,1,1,Process Builder,0,Roll-Up Summary Field,1,Activity Timeline,0,Workflow Rule,0,,0,,0
Universal Containers requires a custom field on the Case object to be automatically updated every time there is an Owner change on the Case.Which two features can be used for this requirement? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,Approval Process,0,Schema Builder,0,Workflow,1,Process Builder,1,,0,,0
The Director of Marketing at Northern Trail Outfitters wants the app builder to create a formula field that tracks how many days have elapsed since a contact was sent a marketing communication. The director is only interested in whole units.Which function should be used to return a date for calculating the difference?,Multiple Choice,No,Yes,No,Yes,2,1,1,DATEVALUE(),0,TODAY(),1,NOW(),0,DATETIMEVALUE(),0,,0,,0
